stk_code,sector,industry,mkt_cap,mkt_cap_gp
MRK,Health Care,Biotechnology: Pharmaceutical Preparations,282823420900.0,mega
MRKR,Health Care,Biotechnology: Pharmaceutical Preparations,25079756.0,nano
MRM,Consumer Discretionary,Other Consumer Services,29152437.0,nano
MRNA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),80274508998.0,large
MRNS,Health Care,Biotechnology: Pharmaceutical Preparations,206905796.0,micro
MRO,Energy,Oil & Gas Production,17445313565.0,large
MRSN,Health Care,Biotechnology: Pharmaceutical Preparations,712385339.0,small
MRTN,Industrials,Trucking Freight/Courier Services,1703029272.0,small
MRTX,Health Care,Biotechnology: Pharmaceutical Preparations,2518274306.0,medium
MRUS,Health Care,Biotechnology: Pharmaceutical Preparations,641757875.0,small
MRVI,Health Care,Biotechnology: Pharmaceutical Preparations,1990194783.0,small
MRVL,Technology,Semiconductors,36388980000.0,large
MS,Finance,Investment Bankers/Brokers/Service,152954902420.0,large
MSA,Technology,Security Systems Services,5316864194.0,medium
MSAC,Finance,Business Services,116498450.0,micro
MSACW,Finance,Business Services,0.0,nano
MSB,Basic Materials,Metal Mining,248755390.0,micro
MSBI,Finance,Major Banks,585853482.0,small
MSBIP,Finance,Major Banks,0.0,nano
MSC,Consumer Discretionary,Hotels/Resorts,1180010244.0,small
MSCI,Finance,Advertising,39857546588.0,large
MSD,Finance,Trusts Except Educational Religious and Charitable,135571688.0,micro
MSDA,Finance,Business Services,722703125.0,small
MSDAU,Finance,Business Services,0.0,nano
MSDAW,Finance,Business Services,0.0,nano
MSEX,Utilities,Water Supply,1603524671.0,small
MSFT,Technology,Computer Software: Prepackaged Software,1917439582100.0,mega
MSGE,Consumer Discretionary,Movies/Entertainment,1450749167.0,small
MSGM,,,5089685.0,nano
MSGS,Consumer Discretionary,Hotels/Resorts,3903371524.0,medium
MSI,Technology,Radio And Television Broadcasting And Communications Equipment,44447629048.0,large
MSM,Industrials,Industrial Machinery/Components,4677178721.0,medium
MSN,Consumer Staples,Consumer Electronics/Appliances,11363032.0,nano
MSPR,Technology,Computer Software: Prepackaged Software,92300636.0,micro
MSPRW,Technology,Computer Software: Prepackaged Software,0.0,nano
MSPRZ,Technology,Computer Software: Prepackaged Software,0.0,nano
MSSA,Finance,Business Services,148079350.0,micro
MSSAR,Finance,Business Services,0.0,nano
MSSAU,Finance,Business Services,0.0,nano
MSTR,Technology,Computer Software: Prepackaged Software,2294441173.0,medium
MSVB,Finance,Major Banks,37304618.0,nano
MT,Industrials,Steel/Iron Ore,21721920000.0,large
MTA,,,229125022.0,micro
MTAC,Industrials,Consumer Electronics/Appliances,315156250.0,small
MTACU,Industrials,Consumer Electronics/Appliances,0.0,nano
MTACW,Industrials,Consumer Electronics/Appliances,0.0,nano
MTAL,Finance,Business Services,329446142.0,small
MTB,Finance,Major Banks,24820072590.0,large
MTBC,Health Care,Managed Health Care,51596505.0,micro
MTBCO,Health Care,Managed Health Care,0.0,nano
MTBCP,Health Care,Managed Health Care,0.0,nano
MTC,Technology,Computer Software: Prepackaged Software,19969650.0,nano
MTCH,Technology,Computer Software: Programming Data Processing,12445880083.0,large
MTCN,Industrials,Steel/Iron Ore,0.0,nano
MTCR,Health Care, Medicinal Chemicals and Botanical Products ,14984469.0,nano
MTD,Health Care,Medical Specialities,32878578170.0,large
MTDR,Energy,Oil & Gas Production,6815556474.0,medium
MTEK,,,6478565.0,nano
MTEKW,,,0.0,nano
MTEM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),25431498.0,nano
MTEX,Health Care, Medicinal Chemicals and Botanical Products ,40509934.0,nano
MTG,Finance,Property-Casualty Insurers,3899944684.0,medium
MTH,Consumer Discretionary,Homebuilding,3363471014.0,medium
MTLS,Technology,Computer Software: Prepackaged Software,562284720.0,small
MTMT,Consumer Discretionary,Diversified Commercial Services,46347096.0,nano
MTN,Consumer Discretionary,Movies/Entertainment,10569704338.0,large
MTNB,Health Care,Biotechnology: Pharmaceutical Preparations,137036694.0,micro
MTP,Health Care,Biotechnology: Pharmaceutical Preparations,4018531.0,nano
MTR,Energy,Oil & Gas Production,31886025.0,nano
MTRN,,,1771988872.0,small
MTRX,Consumer Discretionary,Military/Government/Technical,162704484.0,micro
MTSI,Technology,Semiconductors,4830893328.0,medium
MTTR,Technology,Computer Software: Prepackaged Software,796218545.0,small
MTVC,Finance,Business Services,434552593.0,small
MTW,Industrials,Construction/Ag Equipment/Trucks,330031107.0,small
MTX,Industrials,Major Chemicals,1971353477.0,small
MTZ,Industrials,Water Sewer Pipeline Comm & Power Line Construction,6974584457.0,medium
MU,Technology,Semiconductors,59551841500.0,large
MUA,Finance,Trusts Except Educational Religious and Charitable,412084604.0,small
MUC,Finance,Finance Companies,1065009735.0,small
MUE,Finance,Trusts Except Educational Religious and Charitable,229537963.0,micro
MUFG,Finance,Commercial Banks,70746878510.0,large
MUI,Finance,Trusts Except Educational Religious and Charitable,838435521.0,small
MUJ,Finance,Trusts Except Educational Religious and Charitable,632230717.0,small
MULN,Consumer Discretionary,Auto Manufacturing,436840439.0,small
MUR,Energy,Oil & Gas Production,6575758471.0,medium
MURF,Industrials,Consumer Electronics/Appliances,175790993.0,micro
MUSA,Utilities,Natural Gas Distribution,6370152924.0,medium
MUX,Basic Materials,Other Metals and Minerals,262748693.0,micro
MVBF,Finance,Savings Institutions,286760884.0,micro
MVF,Finance,Finance/Investors Services,443480778.0,small
MVIS,Industrials,Industrial Machinery/Components,443314227.0,small
MVO,Energy,Oil & Gas Production,155480000.0,micro
MVST,Industrials,Industrial Machinery/Components,575283245.0,small
MVSTW,Industrials,Industrial Machinery/Components,0.0,nano
MVT,Finance,Trusts Except Educational Religious and Charitable,229725382.0,micro
MWA,Industrials,Office Equipment/Supplies/Services,1791196414.0,small
MX,Technology,Semiconductors,429477059.0,small
MXC,Energy,Oil & Gas Production,27727466.0,nano
MXCT,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,569420971.0,small
MXE,Finance,Finance Companies,39249864.0,nano
MXF,Finance,Trusts Except Educational Religious and Charitable,226578882.0,micro
MXL,Technology,Semiconductors,2934437037.0,medium
MYD,Finance,Trusts Except Educational Religious and Charitable,501102343.0,small
MYE,Consumer Discretionary,Auto Parts:O.E.M.,850389047.0,small
MYFW,Finance,Major Banks,275458014.0,micro
MYGN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1422143471.0,small
MYI,Finance,Finance Companies,745568450.0,small
MYMD,Health Care, Medicinal Chemicals and Botanical Products ,56047413.0,micro
MYN,Finance,Finance Companies,401803828.0,small
MYNA,,,77176195.0,micro
MYNZ,Health Care,Biotechnology: Pharmaceutical Preparations,106449852.0,micro
MYO,Health Care,Industrial Specialties,4275960.0,nano
MYOV,Health Care,Biotechnology: Pharmaceutical Preparations,2603027507.0,medium
MYPS,Technology,EDP Services,502655035.0,small
MYRG,Industrials,Water Sewer Pipeline Comm & Power Line Construction,1515814848.0,small
MYSZ,Technology,Retail: Computer Software & Peripheral Equipment,4378505.0,nano
MYTE,Consumer Discretionary,Catalog/Specialty Distribution,842602099.0,small
,Technology,Semiconductors,56348250.0,micro
NAAC,Finance,Business Services,477221250.0,small
NAACU,Finance,Business Services,0.0,nano
NAACW,Finance,Business Services,0.0,nano
NAAS,Consumer Discretionary,Service to the Health Industry,1002266834.0,small
NABL,Technology,EDP Services,2000178965.0,medium
NAC,Finance,Investment Managers,1626822063.0,small
NAD,Finance,Investment Managers,2688821626.0,medium
NAII,Consumer Discretionary,Food Distributors,47340573.0,nano
NAK,,,122220105.0,micro
NAMS,,,810872919.0,small
NAMSW,,,0.0,nano
NAN,Finance,Investment Managers,336588032.0,small
NAOV,Health Care,Industrial Specialties,11725211.0,nano
NAPA,Consumer Staples,Beverages (Production/Distribution),2046823110.0,medium
NARI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,3712240692.0,medium
NAT,Consumer Discretionary,Marine Transportation,699468087.0,small
NATH,Consumer Discretionary,Restaurants,276441827.0,micro
NATI,Technology,Computer Software: Prepackaged Software,5243632526.0,medium
NATR,Consumer Staples,Farming/Seeds/Milling,159274737.0,micro
NAUT,Health Care,Biotechnology: Pharmaceutical Preparations,202052111.0,micro
NAVB,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,9333882.0,nano
NAVI,Finance,Finance: Consumer Services,2282386532.0,medium
NAZ,Finance,Finance/Investors Services,133191437.0,micro
NBB,Finance,Finance Companies,472277116.0,small
NBH,Finance,Finance/Investors Services,211043437.0,micro
NBHC,Finance,Major Banks,1584598059.0,small
NBIX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),11463064425.0,large
NBN,Finance,Major Banks,339150133.0,small
NBO,Finance,Finance/Investors Services,49961783.0,nano
NBR,Energy,Oil & Gas Production,1381851801.0,small
NBRV,Health Care,Biotechnology: Pharmaceutical Preparations,5913418.0,nano
NBSE,Health Care,Biotechnology: Pharmaceutical Preparations,6783996.0,nano
NBST,Industrials,Consumer Electronics/Appliances,166118146.0,micro
NBSTU,Industrials,Consumer Electronics/Appliances,0.0,nano
NBSTW,Industrials,Consumer Electronics/Appliances,0.0,nano
NBTB,Finance,Major Banks,1797990729.0,small
NBTX,Health Care,Biotechnology: Pharmaceutical Preparations,139503488.0,micro
NBW,Finance,Finance/Investors Services,61339036.0,micro
NBXG,Finance,Trusts Except Educational Religious and Charitable,771075046.0,small
NBY,Health Care,Biotechnology: Pharmaceutical Preparations,3249418.0,nano
NC,,,290827830.0,micro
NCA,Finance,Investment Managers,283737231.0,micro
NCAC,Finance,Business Services,336552500.0,small
NCACU,Finance,Business Services,334918750.0,small
NCACW,Finance,Business Services,0.0,nano
NCLH,Consumer Discretionary,Hotels/Resorts,6354653188.0,medium
NCMI,Consumer Discretionary,Advertising,31980059.0,nano
NCNA,Health Care,Biotechnology: Pharmaceutical Preparations,37601998.0,nano
NCNO,Technology,Computer Software: Prepackaged Software,3004594192.0,medium
NCPL,Finance,Investment Managers,5973771.0,nano
NCPLW,Finance,Investment Managers,0.0,nano
NCR,Miscellaneous,Office Equipment/Supplies/Services,3265998000.0,medium
NCRA,Consumer Staples,Packaged Foods,12716208.0,nano
NCSM,Energy,Oilfield Services/Equipment,64980629.0,micro
NCTY,Consumer Discretionary,Business Services,18849071.0,nano
NCV,Finance,Finance Companies,327152320.0,small
NCZ,Finance,Finance Companies,235197664.0,micro
NDAQ,Finance,Investment Bankers/Brokers/Service,31415578946.0,large
NDLS,Consumer Discretionary,Restaurants,250373612.0,micro
NDMO,Finance,Trusts Except Educational Religious and Charitable,624384957.0,small
NDP,Finance,Finance/Investors Services,55158390.0,micro
NDRA,Health Care,Medical Specialities,13803615.0,nano
NDSN,Industrials,Industrial Machinery/Components,13496575293.0,large
NE,Energy,Oil & Gas Production,4617369715.0,medium
NEA,Finance,Finance/Investors Services,3361180286.0,medium
NECB,Finance,Savings Institutions,234383695.0,micro
NEE,Utilities,Electric Utilities: Central,172982595907.0,large
NEGG,Consumer Discretionary,Other Specialty Stores,706415.0,nano
NEM,Basic Materials,Precious Metals,37393031617.0,large
NEN,Finance,Real Estate,259294222.0,micro
NEO,Health Care,Precision Instruments,1405755295.0,small
NEOG,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,3317252827.0,medium
NEON,Technology,Industrial Machinery/Components,62830591.0,micro
NEOV,Consumer Discretionary,Electrical Products,99849919.0,micro
NEOVW,Consumer Discretionary,Electrical Products,0.0,nano
NEP,Utilities,Electric Utilities: Central,6575816231.0,medium
NEPH,Health Care,Medical/Dental Instruments,11038759.0,nano
NEPT,Health Care,Pharmaceuticals and Biotechnology,5092417.0,nano
NERV,Health Care,Biotechnology: Pharmaceutical Preparations,16073981.0,nano
NESR,Energy,Oilfield Services/Equipment,579230230.0,small
NESRW,Energy,Oilfield Services/Equipment,0.0,nano
NET,Technology,EDP Services,17193657855.0,large
NETC,Industrials,Consumer Electronics/Appliances,350865000.0,small
NETI,Consumer Discretionary,Marine Transportation,368700918.0,small
NEU,Industrials,Major Chemicals,3066562836.0,medium
NEWP,,,373783821.0,small
NEWR,Technology,Computer Software: Prepackaged Software,4274547092.0,medium
NEWT,Finance,Finance/Investors Services,460895146.0,small
NEWTL,Finance,Finance/Investors Services,0.0,nano
NEWTZ,,,0.0,nano
NEX,Energy,Oilfield Services/Equipment,2418469032.0,medium
NEXA,Basic Materials,Metal Mining,746953766.0,small
NEXI,Health Care,Biotechnology: Pharmaceutical Preparations,8303379.0,nano
NEXT,Energy,Oil & Gas Production,654096349.0,small
NFBK,Finance,Major Banks,742832441.0,small
NFE,Utilities,Oil/Gas Transmission,10204681901.0,large
NFG,Energy,Oil & Gas Production,5919098522.0,medium
NFGC,,,677777274.0,small
NFJ,Finance,Trusts Except Educational Religious and Charitable,1119606672.0,small
NFLX,Consumer Discretionary,Consumer Electronics/Video Chains,141440863608.0,large
NFNT,Finance,Business Services,351900000.0,small
NFYS,Finance,Business Services,429525000.0,small
NG,,,1973670203.0,small
NGC,Industrials,Consumer Electronics/Appliances,215131375.0,micro
NGD,,,723238000.0,small
NGG,Utilities,Natural Gas Distribution,46222283869.0,large
NGL,Energy,Oil & Gas Production,139844688.0,micro
NGM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),437234705.0,small
NGMS,Consumer Discretionary,Services-Misc. Amusement & Recreation,351909718.0,small
NGS,Industrials,Metal Fabrications,143994461.0,micro
NGVC,Consumer Staples,Food Chains,213269896.0,micro
NGVT,Industrials,Industrial Specialties,2693747018.0,medium
NH,Health Care,Managed Health Care,27188972.0,nano
NHC,Health Care,Hospital/Nursing Management,929545760.0,small
NHI,Real Estate,Real Estate Investment Trusts,2416752929.0,medium
NHIC,Industrials,Consumer Electronics/Appliances,247035750.0,micro
NHICW,Industrials,Consumer Electronics/Appliances,0.0,nano
NHS,Finance,Trusts Except Educational Religious and Charitable,172755281.0,micro
NHTC,Miscellaneous,Diversified Commercial Services,40664239.0,nano
NHWK,Health Care,Biotechnology: Pharmaceutical Preparations,26174718.0,nano
NI,Utilities,Power Generation,11298657394.0,large
NIC,Finance,Major Banks,1169162651.0,small
NICE,Technology,Computer Manufacturing,13133895110.0,large
NICK,,,45990000.0,nano
NID,Finance,Finance Companies,618459229.0,small
NIE,Finance,Investment Managers,578286100.0,small
NILE,Industrials,Military/Government/Technical,45487053.0,nano
NIM,Finance,Trusts Except Educational Religious and Charitable,113512965.0,micro
NIMC,Utilities,Power Generation,0.0,nano
NINE,Energy,Oilfield Services/Equipment,326232832.0,small
NIO,Consumer Discretionary,Auto Manufacturing,20213456984.0,large
NIQ,Finance,Finance/Investors Services,164259805.0,micro
NISN,Industrials,Metal Fabrications,11626454.0,nano
NIU,Consumer Discretionary,Auto Manufacturing,418465129.0,small
NJR,Utilities,Oil/Gas Transmission,4807758420.0,medium
NKE,Consumer Discretionary,Shoe Manufacturing,174373660374.0,large
NKG,Finance,Finance/Investors Services,108366051.0,micro
NKLA,Industrials,Industrial Machinery/Components,1010375697.0,small
NKSH,Finance,Major Banks,234346275.0,micro
NKTR,Health Care,Biotechnology: Pharmaceutical Preparations,514995281.0,small
NKTX,Health Care,Biotechnology: Pharmaceutical Preparations,357316430.0,small
NKX,Finance,Finance/Investors Services,576421639.0,small
NL,Consumer Discretionary,Diversified Commercial Services,348056183.0,small
NLS,Consumer Discretionary,Recreational Games/Products/Toys,51702769.0,micro
NLSP,Health Care,Biotechnology: Pharmaceutical Preparations,27453603.0,nano
NLSPW,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,nano
NLTX,Health Care,Biotechnology: Pharmaceutical Preparations,19593517.0,nano
NLY,Real Estate,Real Estate Investment Trusts,10283684569.0,large
NM,Consumer Discretionary,Marine Transportation,39420559.0,nano
NMAI,Finance,Investment Managers,400773484.0,small
NMCO,Finance,Finance/Investors Services,621143551.0,small
NMFC,Finance,Finance/Investors Services,1278872119.0,small
NMG,,,253640257.0,micro
NMI,Finance,Trusts Except Educational Religious and Charitable,90616192.0,micro
NMIH,Finance,Property-Casualty Insurers,1674128051.0,small
NML,Finance,Finance/Investors Services,387547068.0,small
NMM,Consumer Discretionary,Marine Transportation,717482903.0,small
NMR,Finance,Investment Bankers/Brokers/Service,10866139194.0,large
NMRD,Health Care,Medical Specialities,48076781.0,nano
NMRK,Finance,Real Estate,1507546660.0,small
NMS,Finance,Finance Companies,67222920.0,micro
NMT,Finance,Finance/Investors Services,99680134.0,micro
NMTC,Health Care,Medical Specialities,42144003.0,nano
NMTR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),16842125.0,nano
NMZ,Finance,Finance/Investors Services,1158608456.0,small
NN,Industrials,Industrial Machinery/Components,313833122.0,small
NNAVW,Industrials,Industrial Machinery/Components,0.0,nano
NNBR,Industrials,Consumer Electronics/Appliances,76332295.0,micro
NNDM,Technology,Electrical Products,635810337.0,small
NNI,Finance,Finance: Consumer Services,3498057316.0,medium
NNN,Real Estate,Real Estate Investment Trusts,8244943557.0,medium
NNOX,Health Care,Medical Electronics,511180551.0,small
NNVC,Health Care,Biotechnology: Pharmaceutical Preparations,15148728.0,nano
NNY,Finance,Investment Managers,158642845.0,micro
NOA,Consumer Staples,Meat/Poultry/Fish,357473708.0,small
NOAH,Finance,Investment Managers,1032834561.0,small
NOC,Technology,Security Systems Services,81847406318.0,large
NODK,Finance,Property-Casualty Insurers,294445796.0,micro
NOG,Energy,Oil & Gas Production,2752689144.0,medium
NOGN,Technology,EDP Services,54415875.0,micro
NOGNW,Technology,EDP Services,0.0,nano
NOK,Technology,Radio And Television Broadcasting And Communications Equipment,27936388743.0,large
NOM,Finance,Investment Managers,25111045.0,nano
NOMD,Consumer Staples,Specialty Foods,2993664352.0,medium
NOTE,Technology,EDP Services,791042445.0,small
NOTV,Health Care,Biotechnology: Pharmaceutical Preparations,117734576.0,micro
NOV,Industrials,Metal Fabrications,7954300420.0,medium
NOVA,Utilities,Electric Utilities: Central,2653269568.0,medium
NOVN,Health Care,Biotechnology: Pharmaceutical Preparations,34491741.0,nano
NOVT,,,5417416976.0,medium
NOVVW,Finance,Business Services,0.0,nano
NOW,Technology,Computer Software: Prepackaged Software,84514780000.0,large
NPAB,Industrials,Consumer Electronics/Appliances,316250000.0,small
NPCE,Health Care,Medical Specialities,39845034.0,nano
NPCT,Finance,Investment Managers,314292150.0,small
NPFD,Finance,Trusts Except Educational Religious and Charitable,423114109.0,small
NPK,Consumer Discretionary,Military/Government/Technical,492731847.0,small
NPO,,,2245457146.0,medium
NPV,Finance,Investment Managers,213032369.0,micro
NQP,Finance,Trusts Except Educational Religious and Charitable,433646756.0,small
NR,Industrials,Metal Fabrications,377127977.0,small
NRAC,Finance,Business Services,303686250.0,small
NRACW,Finance,Business Services,0.0,nano
NRBO,Health Care,Biotechnology: Pharmaceutical Preparations,10925927.0,nano
NRC,Technology,Computer Software: Prepackaged Software,920736563.0,small
NRDS,Finance,Advertising,722525673.0,small
NRDY,Technology,Computer Software: Prepackaged Software,179956745.0,micro
NREF,Real Estate,Real Estate Investment Trusts,261696390.0,micro
NRG,Utilities,Electric Utilities: Central,7480575136.0,medium
NRGV,Utilities,Power Generation,425866493.0,small
NRGX,Finance,Finance/Investors Services,671946210.0,small
NRIM,Finance,Savings Institutions,309881119.0,small
NRIX,Health Care,Biotechnology: Pharmaceutical Preparations,582746573.0,small
NRK,Finance,Trusts Except Educational Religious and Charitable,909864221.0,small
NRO,Finance,Finance/Investors Services,165620763.0,micro
NRP,Energy,Coal Mining,541634687.0,small
NRSN,Health Care,Biotechnology: Pharmaceutical Preparations,18153044.0,nano
NRSNW,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,nano
NRT,Energy,Oil & Gas Production,132620214.0,micro
NRUC,,,0.0,nano
NRXP,Health Care,Biotechnology: Pharmaceutical Preparations,76434685.0,micro
NRXPW,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,nano
NS,,,1666839780.0,small
NSA,Real Estate,Real Estate Investment Trusts,3458334802.0,medium
NSC,Industrials,Railroads,59827902923.0,large
NSIT,Technology,EDP Services,3493216535.0,medium
NSL,Finance,Trusts Except Educational Religious and Charitable,181087804.0,micro
NSP,Consumer Discretionary,Diversified Commercial Services,4475493551.0,medium
NSPR,Health Care,Medical/Dental Instruments,9419235.0,nano
NSS,,,0.0,nano
NSSC,Technology,Security Systems Services,1002029469.0,small
NSTB,Finance,Investment Bankers/Brokers/Service,502000000.0,small
NSTC,Finance,Business Services,500750000.0,small
NSTD,Finance,Business Services,500000000.0,small
NSTG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),356381598.0,small
NSTS,Finance,Major Banks,53979590.0,micro
NSYS,Technology,Industrial Machinery/Components,36323559.0,nano
NTAP,Technology,Electronic Components,13880768457.0,large
NTB,Finance,Commercial Banks,1633610802.0,small
NTCO,Consumer Discretionary,Package Goods/Cosmetics,2773812175.0,medium
NTCT,Technology,EDP Services,2497545568.0,medium
NTES,Consumer Discretionary,Recreational Games/Products/Toys,47933129279.0,large
NTG,Finance,Finance Companies,201574410.0,micro
NTGR,Utilities,Telecommunications Equipment,586362840.0,small
NTIC,Industrials,Major Chemicals,119889370.0,micro
NTIP,Technology,Interactive Media,52325171.0,micro
NTLA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,3345211452.0,medium
NTNX,Technology,EDP Services,7667285059.0,medium
NTR,Industrials,Aerospace,39565183707.0,large
NTRA,Health Care,Medical Specialities,4244649668.0,medium
NTRB,Health Care,Biotechnology: Pharmaceutical Preparations,29922637.0,nano
NTRS,Finance,Trusts Except Educational Religious and Charitable,18390598986.0,large
NTRSO,Finance,Trusts Except Educational Religious and Charitable,0.0,nano
NTST,Real Estate,Real Estate Investment Trusts,1064600123.0,small
NTWK,Technology,Computer Software: Prepackaged Software,34036001.0,nano
NTZ,Consumer Discretionary,Home Furnishings,76362021.0,micro
NU,Finance,Finance: Consumer Services,17898854258.0,large
NUBI,Industrials,Consumer Electronics/Appliances,158705400.0,micro
NUBIU,Industrials,Consumer Electronics/Appliances,0.0,nano
NUBIW,Industrials,Consumer Electronics/Appliances,0.0,nano
NUE,Industrials,Steel/Iron Ore,37950511020.0,large
NUO,Finance,Finance/Investors Services,236398595.0,micro
NURO,Health Care,Medical/Dental Instruments,12411562.0,nano
NUS,Health Care,Other Pharmaceuticals,2049949979.0,medium
NUTX,Technology,Retail: Computer Software & Peripheral Equipment,1254056233.0,small
NUV,Finance,Trusts Except Educational Religious and Charitable,1813913540.0,small
NUVA,Health Care,Medical/Dental Instruments,2209958607.0,medium
NUVB,Health Care,Biotechnology: Pharmaceutical Preparations,393106693.0,small
NUVL,Health Care,Biotechnology: Pharmaceutical Preparations,1825881522.0,small
NUW,Finance,Investment Managers,246471843.0,micro
NUWE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,3153160.0,nano
NUZE,Consumer Staples,Farming/Seeds/Milling,7225846.0,nano
NVAC,Industrials,Consumer Electronics/Appliances,242895938.0,micro
NVACR,,,0.0,nano
NVACW,Industrials,Consumer Electronics/Appliances,0.0,nano
NVAX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1352623093.0,small
NVCN,Health Care,Pharmaceuticals and Biotechnology,28015575.0,nano
NVCR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,7992998245.0,medium
NVCT,Health Care, Medicinal Chemicals and Botanical Products ,108940074.0,micro
NVDA,Technology,Semiconductors,434780400000.0,mega
NVEC,Technology,Semiconductors,318689591.0,small
NVEE,Consumer Discretionary,Military/Government/Technical,2155835506.0,medium
NVEI,,,3865295398.0,medium
NVFY,Consumer Discretionary,Home Furnishings,3130397.0,nano
NVG,Finance,Investment Managers,2660488631.0,medium
NVGS,Consumer Discretionary,Marine Transportation,934896082.0,small
NVIV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3509566.0,nano
NVMI,Technology,Electronic Components,2519880229.0,medium
NVNO,Health Care,Medical/Dental Instruments,52379784.0,micro
NVO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),303240052225.0,mega
NVOS,Health Care,Assisted Living Services,397013.0,nano
NVR,Consumer Discretionary,Homebuilding,15169757029.0,large
NVRO,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1463971277.0,small
NVS,Health Care,Biotechnology: Pharmaceutical Preparations,199032030000.0,large
NVSA,Finance,Business Services,346725000.0,small
NVSAU,Finance,Business Services,0.0,nano
NVSAW,Finance,Business Services,0.0,nano
NVST,Health Care,Medical/Dental Instruments,5561465700.0,medium
NVT,Technology,Electrical Products,6481907096.0,medium
NVTA,Health Care,Medical Specialities,527083485.0,small
NVTS,Technology,Semiconductors,615306851.0,small
NVVE,Energy,Oil Refining/Marketing,20522901.0,nano
NVVEW,Energy,Oil Refining/Marketing,0.0,nano
NVX,Miscellaneous,Industrial Machinery/Components,636596292.0,small
NWBI,Finance,Major Banks,1775297371.0,small
NWE,Utilities,Power Generation,3429970388.0,medium
NWFL,Finance,Major Banks,271195778.0,micro
NWG,Finance,Commercial Banks,31891021127.0,large
NWL,Industrials,Plastic Products,5649776000.0,medium
NWLI,Finance,Life Insurance,1019358207.0,small
NWN,Utilities,Oil/Gas Transmission,1661243290.0,small
NWPX,Industrials,Steel/Iron Ore,345670675.0,small
NWS,Consumer Discretionary,Movies/Entertainment,10925415587.0,large
NWSA,Consumer Discretionary,Movies/Entertainment,10752727248.0,large
NWTN,,,3742053573.0,medium
NWTNW,,,0.0,nano
NX,Industrials,Metal Fabrications,817961183.0,small
NXC,Finance,Investment Managers,88479883.0,micro
NXDT,Finance,Investment Managers,460930407.0,small
NXE,,,1986884602.0,small
NXG,,,107581134.0,micro
NXGL,Health Care,Medical/Dental Instruments,8692685.0,nano
NXGLW,Health Care,Medical/Dental Instruments,0.0,nano
NXGN,Health Care,Managed Health Care,1292603719.0,small
NXJ,Finance,Finance/Investors Services,482861363.0,small
NXL,Health Care,Medical Specialities,11356739.0,nano
NXLIW,Health Care,Medical Specialities,0.0,nano
NXN,Finance,Trusts Except Educational Religious and Charitable,44822301.0,nano
NXP,Finance,Trusts Except Educational Religious and Charitable,644423786.0,small
NXPI,Technology,Semiconductors,44459768273.0,large
NXPL,Technology,Computer Software: Prepackaged Software,13701716.0,nano
NXPLW,Technology,Computer Software: Prepackaged Software,0.0,nano
NXRT,Real Estate,Real Estate Investment Trusts,1168881344.0,small
NXST,Consumer Discretionary,Movies/Entertainment,6845590742.0,medium
NXTC,Health Care,Biotechnology: Pharmaceutical Preparations,36106897.0,nano
NXTP,Technology,Computer Software: Prepackaged Software,16061275.0,nano
NYAX,,,691104225.0,small
NYC,Real Estate,Real Estate Investment Trusts,27766318.0,nano
NYCB,Finance,Banks,6028052007.0,medium
NYMT,Real Estate,Real Estate Investment Trusts,1090926108.0,small
NYMTL,Real Estate,Real Estate Investment Trusts,0.0,nano
NYMTM,Real Estate,Real Estate Investment Trusts,0.0,nano
NYMTN,Real Estate,Real Estate Investment Trusts,0.0,nano
NYMTZ,Real Estate,Real Estate Investment Trusts,0.0,nano
NYMX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,37120259.0,nano
NYT,Consumer Discretionary,Newspapers/Magazines,5721813324.0,medium
NYXH,Health Care,Medical/Dental Instruments,150037650.0,micro
NZF,Finance,Finance Companies,2006185564.0,medium
O,Real Estate,Real Estate Investment Trusts,40551768652.0,large
OABI,Health Care,Biotechnology: Pharmaceutical Preparations,400135940.0,small
OB,Industrials,Industrial Machinery/Components,184470718.0,micro
OBE,,,572135057.0,small
OBLG,Technology,Computer Software: Prepackaged Software,5361992.0,nano
OBNK,Finance,Commercial Banks,1122062309.0,small
